S,pA,i,SFS_i
100,0.01,1,0.00010256410256410283
100,0.01,2,0.00005263157894736836
100,0.01,3,0.00003603603603603755
100,0.01,4,0.000027777777777782245
100,0.01,5,0.000022857142857148103
100,0.01,6,0.000019607843137238856
100,0.01,7,0.000017316017315931087
100,0.01,8,0.000015625000000000024
100,0.01,9,0.000014336917562724995
100,0.01,10,0.000013333333333332549
100,0.01,11,0.000012539184952978473
100,0.01,12,0.000011904761904761885
100,0.01,13,0.000011396011396011651
100,0.01,14,0.000010989010989010709
100,0.01,15,0.00001066666666666669
100,0.01,16,0.000010416666666666712
100,0.01,17,0.000010230179028132956
100,0.01,18,0.000010101010101009639
100,0.01,19,0.000010025062656640511
100,0.01,20,9.999999999999776e-6
100,0.01,21,0.000010025062656621519
100,0.01,22,0.000010101010100909889
100,0.01,23,0.00001023017902763831
100,0.01,24,0.000010416666664269243
100,0.01,25,0.000010666666655275262
100,0.01,26,0.000010989010935856229
100,0.01,27,0.000011396011152004807
100,0.01,28,0.00001190476080079158
100,0.01,29,0.000012539180020584856
100,0.01,30,0.000013333311523526438
100,0.01,31,0.000014336821877489947
100,0.01,32,0.000015624582178933772
100,0.01,33,0.000017314194136419685
100,0.01,34,0.000019599849382383313
100,0.01,35,0.00002282163700121992
100,0.01,36,0.000027615890505491838
100,0.01,37,0.000035259757915205235
100,0.01,38,0.000048500605949185915
100,0.01,39,0.00007363692938458979
