S,pA,i,SFS_i
50,0.01,1,0.00010256410256410283
50,0.01,2,0.00005263157894736836
50,0.01,3,0.00003603603603603755
50,0.01,4,0.000027777777777782245
50,0.01,5,0.0000228571428571481
50,0.01,6,0.000019607843137238853
50,0.01,7,0.00001731601731593107
50,0.01,8,0.00001562499999999995
50,0.01,9,0.000014336917562724695
50,0.01,10,0.00001333333333333146
50,0.01,11,0.00001253918495297463
50,0.01,12,0.000011904761904748695
50,0.01,13,0.000011396011395967717
50,0.01,14,0.000010989010988868111
50,0.01,15,0.000010666666666214624
50,0.01,16,0.00001041666666526419
50,0.01,17,0.000010230179023866905
50,0.01,18,0.000010101010088267546
50,0.01,19,0.000010025062619213061
50,0.01,20,9.999999891741924e-6
50,0.01,21,0.00001002506234788063
50,0.01,22,0.000010101009231727276
50,0.01,23,0.00001023017660936346
50,0.01,24,0.000010416660007542261
50,0.01,25,0.000010666648506239797
50,0.01,26,0.000010988961871850056
50,0.01,27,0.000011395879485171883
50,0.01,28,0.000011904409648643328
50,0.01,29,0.000012538248181806455
50,0.01,30,0.0000133308480024105
50,0.01,31,0.000014330324940273968
50,0.01,32,0.000015607466860929573
50,0.01,33,0.00001726909327101481
50,0.01,34,0.000019480805426385722
50,0.01,35,0.000022506477180250335
50,0.01,36,0.000026777996440155334
50,0.01,37,0.00003302029929716718
50,0.01,38,0.00004247843709420979
50,0.01,39,0.000057334393584160885
