S,pA,i,SFS_i
500,0.01,1,0.00010256410256410283
500,0.01,2,0.00005263157894736836
500,0.01,3,0.00003603603603603755
500,0.01,4,0.000027777777777782245
500,0.01,5,0.000022857142857148103
500,0.01,6,0.000019607843137238856
500,0.01,7,0.000017316017315931087
500,0.01,8,0.000015625000000000024
500,0.01,9,0.000014336917562724995
500,0.01,10,0.000013333333333332549
500,0.01,11,0.000012539184952978473
500,0.01,12,0.000011904761904761885
500,0.01,13,0.000011396011396011651
500,0.01,14,0.000010989010989010709
500,0.01,15,0.00001066666666666669
500,0.01,16,0.000010416666666666719
500,0.01,17,0.000010230179028132976
500,0.01,18,0.00001010101010100977
500,0.01,19,0.000010025062656641221
500,0.01,20,0.000010000000000003565
500,0.01,21,0.000010025062656641223
500,0.01,22,0.00001010101010100977
500,0.01,23,0.00001023017902813298
500,0.01,24,0.000010416666666666717
500,0.01,25,0.00001066666666666669
500,0.01,26,0.000010989010989010713
500,0.01,27,0.000011396011396011648
500,0.01,28,0.000011904761904761837
500,0.01,29,0.00001253918495297754
500,0.01,30,0.000013333333333314268
500,0.01,31,0.000014336917562380468
500,0.01,32,0.000015624999993898314
500,0.01,33,0.00001731601720503556
500,0.01,34,0.00001960784113047214
500,0.01,35,0.000022857106545903483
500,0.01,36,0.000027777109279810887
500,0.01,37,0.00003602321378745692
500,0.01,38,0.000052361196744852
500,0.01,39,0.00009513013769171302
